Gene_A,Gene_B
RASGRP1,GAD1
RASGRP1,FGR
RASGRP1,YES1
EDN1,RASGRP1
RASGRP1,GNA15
RASGRP1,PLPP1
RASGRP1,PLCB1
RASGRP1,PLCB3
RASGRP1,BLK
RASGRP1,HCK
RASGRP1,PAPOLA
RASGRP1,GNAQ
RASGRP1,BLNK
RASGRP1,GNA14
RASGRP1,GNA11
NCK1,WAS
ELK1,PRRT2
PAPOLA,PRRT2
BLNK,PRRT2
PRRT2,FZD2
GNA14,PRRT2
GNA15,PRRT2
GNA11,PRRT2
PRRT2,CXCL11
PRRT2,CXCL10
PRRT2,CXCL13
PRRT2,ADRA1B
PLCG2,PRRT2
PRRT2,CXCL9
GAD1,PRRT2
PRRT2,S1PR1
GNAQ,PRRT2
MAPK3,PRRT2
MAPK1,PRRT2
PRRT2,CCL11
PRRT2,EDNRA
EDNRB,PRRT2
BLK,PRRT2
HCK,PRRT2
PRRT2,CXCR3
PRRT2,CARD11
PLCB1,PRRT2
PLCB2,PRRT2
LAT2,PRRT2
FGR,PRRT2
EDN1,PRRT2
PLCB3,PRRT2
PRRT2,SDC3
PLPP1,PRRT2
PRRT2,PRKD1
PRRT2,PF4
PRRT2,YES1
PAPOLA,PRKCH
BLNK,PRKCH
GNA14,PRKCH
GNA15,PRKCH
GNA11,PRKCH
PLCG2,PRKCH
GAD1,PRKCH
LAT2,PRKCH
PLCB2,PRKCH
EDNRA,PRKCH
EDNRB,PRKCH
FGR,PRKCH
YES1,PRKCH
ICAM1,PRKCH
EDN1,PRKCH
PLPP1,PRKCH
PLCB1,PRKCH
PLCB3,PRKCH
BLK,PRKCH
HCK,PRKCH
TBXA2R,PRKCH
GNAQ,PRKCH
SELE,PRKCH
PAPOLA,PRKCB
BLNK,PRKCB
PRKCB,DAG1
PRKCB,FZD2
GNA14,PRKCB
GNA15,PRKCB
GNA11,PRKCB
PRKCB,CXCL11
PRKCB,CXCL10
PRKCB,CXCL13
CHUK,PRKCB
PLCG2,PRKCB
IKBKB,PRKCB
IKBKG,PRKCB
PRKCB,CXCL9
GAD1,PRKCB
PRKCB,LAT2
PRKCB,FGR
EDN1,PRKCB
PRKCB,PLD1
PRKCB,PLD2
PRKCB,EDNRB
PRKCB,PLCB1
PRKCB,PLCB2
PRKCB,PLCB3
PRKCB,BLK
PRKCB,HCK
PRKCB,GNAQ
MAPK3,PRKCB
MAPK1,PRKCB
PRKCB,ICAM1
MAPK8,PRKCB
PRKCB,PLPP1
PRKCB,CCL11
PRKCB,PF4
PRKCB,TBXA2R
PRKCB,EDNRA
PRKCB,YES1
PRKCB,CXCR3
SELE,PRKCB
PRKCE,PAK4
PRKCE,F2RL2
PAPOLA,PRKCE
PRKCE,ADCY8
BLNK,PRKCE
GNA14,PRKCE
GNA15,PRKCE
GNA11,PRKCE
CHUK,PRKCE
PLCG2,PRKCE
IKBKB,PRKCE
IKBKG,PRKCE
GAD1,PRKCE
LAT2,PRKCE
PLCB2,PRKCE
PRKCE,PARD6A
EDNRA,PRKCE
EDNRB,PRKCE
PRKCE,ADCY1
FGR,PRKCE
PRKCE,TIAM1
ICAM1,PRKCE
EDN1,PRKCE
PLPP1,PRKCE
PLCB1,PRKCE
PLCB3,PRKCE
PRKCE,ADCY5
YES1,PRKCE
PRKCE,ADCY6
BLK,PRKCE
HCK,PRKCE
TBXA2R,PRKCE
PRKCE,ADCY4
PRKCE,ADCY7
GNAQ,PRKCE
PRKCE,ADCY2
SELE,PRKCE
PRKCE,ADCY3
PRKCE,ADCY9
PAPOLA,PRKCG
BLNK,PRKCG
PRKCG,FZD2
GNA14,PRKCG
GNA15,PRKCG
GNA11,PRKCG
PRKCG,CXCL11
PRKCG,CXCL10
PRKCG,CXCL13
PLCG2,PRKCG
RARA,PRKCG
PRKCG,CXCL9
GAD1,PRKCG
PRKCG,LAT2
PRKCG,FGR
EDN1,PRKCG
PRKCG,PLD1
PRKCG,PLD2
PRKCG,EDNRB
PRKCG,PLCB1
PRKCG,PLCB2
PRKCG,PLCB3
PRKCG,BLK
PRKCG,HCK
PRKCG,GNAQ
PRKCG,ICAM1
PRKCG,PLPP1
PRKCG,CCL11
PRKCG,PF4
PRKCG,TBXA2R
PRKCG,EDNRA
PRKCG,YES1
PRKCG,CXCR3
SELE,PRKCG
GIT2,NCK1
PAK1,NCK1
DCC,NCK1
NCK1,GIT1
NCK1,ARPC1B
NCK1,ARPC5
NCK1,ARPC4
NCK1,ARPC3
NCK1,ACTR3
NCK1,ACTR2
MAPK8,NCK1
ARHGEF7,NCK1
NCK1,TRIO
YES1,NCK1
RASA1,NCK1
NCK1,ARPC2
NCK1,MAP4K4
NCK1,WASL
NCK1,DOK2
MAPK3,RPS6KA1
MAPK3,RPS6KA3
MAPK3,RPS6KA4
MAPK3,RPS6KA5
MAPK3,SMAD1
MAPK3,ELK1
MAPK3,CREB1
MAPK3,EGR1
MAPK3,PTPN7
MAPK3,ARRB2
MAPK3,PTGS2
MAPK3,MATK
NCOR2,MAPK3
MAPK3,FZD2
MAPK3,ATF2
NRIP1,MAPK3
MAPK3,CXCL11
MAPK3,CXCL10
MAPK3,CXCL13
MAPK3,BSG
MAPK3,MAP3K14
RARA,MAPK3
RARB,MAPK3
RARG,MAPK3
MAPK3,CXCL9
MAPK3,S1PR3
MAPK3,S1PR2
MAPK3,S1PR1
MAPK3,S1PR4
MAPK3,CDK2
MAPK3,SDC4
MAPK3,CAPN2
MAPK3,CCL11
MAPK3,PLD2
MAPK3,RUNX2
MAPK3,PLA2G1B
MAPK3,ZFP36
MAPK3,TSC1
MAPK3,FGF2
MAPK3,STAT1
MAPK3,DUSP1
MAPK3,CHRNA1
MAPK3,DUSP6
MAPK3,BAD
MAPK3,PF4
MAPK3,IQGAP1
MAPK3,CXCR3
ETS1,MAPK3
MAPK3,CASP8
MAPK1,RPS6KA1
MAPK1,RPS6KA3
MAPK1,RPS6KA4
MAPK1,RPS6KA5
MAPK1,SMAD1
MAPK1,ELK1
MAPK1,CREB1
MAPK1,EGR1
MAPK1,PTPN7
MAPK1,ARRB2
MAPK1,PTGS2
MAPK1,MATK
NCOR2,MAPK1
MAPK1,FZD2
MAPK1,ATF2
NRIP1,MAPK1
MAPK1,CXCL11
MAPK1,CXCL10
MAPK1,CXCL13
MAPK1,BSG
MAPK1,MAP3K14
RARA,MAPK1
RARB,MAPK1
RARG,MAPK1
MAPK1,CXCL9
MAPK1,S1PR3
MAPK1,S1PR2
MAPK1,S1PR1
MAPK1,S1PR4
MAPK1,CDK2
MAPK1,SDC4
MAPK1,CAPN2
MAPK1,CCL11
MAPK1,PLD2
MAPK1,MYLK
MAPK1,RUNX2
MAPK1,PLA2G1B
MAPK1,ZFP36
MAPK1,TSC1
MAPK1,FGF2
MAPK1,STAT1
MAPK1,DUSP1
MAPK1,CHRNA1
MAPK1,DUSP6
MAPK1,BAD
MAPK1,PF4
MAPK1,IQGAP1
MAPK1,YES1
MAPK1,CXCR3
ETS1,MAPK1
MAPK1,CASP8
ITGA2B,CD47
PARP1,ZEB1
CAMK2D,PARP1
PARP1,ASCL1
HES1,PARP1
ITGB2,ITGAX
ICAM1,ITGAX
C3,ITGAX
ITGB2,ITGAL
ITGB2,ITGAM
ITGB2,ITGAD
ITGB2,HMGB1
ITGB2,PROC
ITGB2,FCGR2A
ITGB2,C3
ITGB2,F10
ITGB2,KNG1
ITGB2,CTGF
ITGB2,GP1BA
ITGB2,ICAM3
ITGB2,THY1
ITGB2,MST1
ITGB2,HCK
ITGB2,MMP2
ITGB2,AGER
ITGB2,ICAM1
ITGB2,MST1R
ITGB2,SELPLG
ITGB2,SPON2
ITGB2,CYR61
ITGB2,LPA
ITGB2,ICAM4
ITGB2,ICAM2
ITGB2,SELP
ITGB2,JAM3
ITGB2,PLAT
ITGB2,LRP1
ITGB2,PLG
ICAM1,ITGAL
ITGAM,ICAM1
ICAM1,MST1
ICAM1,MST1R
ITGAM,C3
C3,PHB2
C3,DDX54
C3,TRIM59
CREB1,RPS6KA1
RPS6KA1,MAPK7
TSC1,RPS6KA1
CREB1,RPS6KA3
CREB1,RPS6KA4
CREB1,RPS6KA5
CREB1,PCK1
CREB1,NTF3
CREB1,IGHA1
MAPK14,CREB1
MAPK11,CREB1
CREB1,MAPKAPK2
CREB1,CGA
CREB1,DUSP1
G6PC,CREB1
CREB1,ATF2
MEF2C,MAPK7
MAPK7,MAP2K5
RICTOR,TSC1
MAPKAP1,TSC1
DEPTOR,TSC1
IKBKB,TSC1
TSC1,RHEB
TSC1,PRR5
TSC1,MLST8
RPS6KA3,RPS6
ELK1,RPS6KA3
RPS6,EIF3A
ELK1,ACTA2
ELK1,EGR1
CITED2,ELK1
ELK1,TAGLN
MAPK14,RPS6KA4
EIF4EBP1,RPS6KA4
MAPK11,RPS6KA4
ATF1,RPS6KA4
MAPK14,RPS6KA5
MAPK14,ELK4
MAPK14,PAK1
MAPK14,PAK3
MAPK14,PRKG1
MEF2C,MAPK14
MAPK14,MEF2A
KAT2B,MAPK14
PPARGC1A,MAPK14
MAPK14,ARRB2
MAPK14,PTGS2
MAPK14,SOCS3
MAPK14,CDC25B
MAPK14,RALB
EPO,MAPK14
RARA,MAPK14
MAPK14,RALA
RARB,MAPK14
RARG,MAPK14
MAPK14,MAP3K3
MAPK14,FGR
EDN1,MAPK14
MAPK14,PLCB2
NOS2,MAPK14
MAPK14,MAPKAPK5
MAPK14,MAPKAPK3
MAPK14,MAPKAPK2
MAPK14,SLC9A1
MAPK14,PLCB1
MAPK14,RAB7A
MAPK14,PLCB3
MAPK14,TCF3
MAPK14,CCM2
MAPK14,BLK
MAPK14,HCK
MAPK14,GDI1
MAPK14,ETV1
MAPK14,GNAQ
MAPK14,KRT19
MAPK14,MKNK1
MAPK14,MAPK11
MAPK14,KRT8
MAPK14,NCOA3
MAPK14,STAT4
MAPK14,STAT1
MAPK14,S1PR2
MAPK14,USF1
MAPK14,DUSP8
MAPK14,DUSP1
MAPK14,EPOR
MAPK14,LSP1
MAPK14,MAP2K3
MAPK14,MAP2K6
MAPK14,MAP2K4
MAPK14,MITF
MAPK14,EDNRB
MAPK14,YES1
MAPK14,RIPK1
MAPK14,GNA14
MAPK14,TH
MAPK14,HSPB1
MAPK14,PLA2G4A
MAPK14,DUSP16
MAPK14,DUSP10
MAPK14,TAB2
MAPK14,TAB1
MAPK14,MAP3K12
MAPK14,GNA15
MAPK14,GNA11
MAPK14,ATF6
MAPK14,ATF2
EIF4EBP1,RPS6KA5
EIF4EBP1,RPTOR
EIF4EBP1,MLST8
MAPK11,RPS6KA5
MAPK11,ELK4
MAPK11,PAK1
MAPK11,PAK3
MEF2C,MAPK11
MAPK11,MEF2A
PPARGC1A,MAPK11
MAPK11,PTGS2
MAPK11,SOCS3
MAPK11,CDC25B
MAPK11,RALB
MAPK11,MKNK1
MAPK11,MAP2K3
MAPK11,MAP2K6
MAPK11,MITF
MAPK11,MAPKAPK5
MAPK11,KRT8
MAPK11,MAPKAPK3
MAPK11,MAPKAPK2
MAPK11,RALA
MAPK11,GDI1
MAPK11,SLC9A1
MAPK11,MAP3K3
MAPK11,FGR
MAPK11,TAB1
MAPK11,USF1
MAPK11,TH
MAPK11,DUSP1
MAPK11,DUSP8
NOS2,MAPK11
MAPK11,TCF3
MAPK11,HSPB1
MAPK11,CCM2
MAPK11,BLK
MAPK11,HCK
MAPK11,PLA2G4A
MAPK11,DUSP16
MAPK11,DUSP10
MAPK11,ETV1
MAPK11,ATF6
MAPK11,TAB2
MAPK11,LSP1
MAPK11,YES1
MAPK11,MAP3K12
MAPK11,ATF2
MAPK11,KRT19
ATF1,RPS6KA5
RPS6KA5,LPAR4
GNAL,LPAR4
GNAS,LPAR4
BMP4,NOG
BMP2,NOG
SMAD9,BMP4
SMAD5,BMP4
BMP4,PPP1CA
BMPR1A,BMP4
BMPR1B,BMP4
BMP4,FST
BMP4,AHSG
BMP4,CER1
RGMB,BMP4
RGMA,BMP4
SMURF1,BMP4
BMP4,SOSTDC1
HFE2,BMP4
ZFYVE16,BMP4
BMP4,GREM1
BMP4,CHRDL1
TAB2,BMP4
TAB1,BMP4
BMP4,XIAP
BMP4,PPP1R15A
BMP4,CHRD
BMP4,BMPR2
SMAD9,BMP2
SMAD5,BMP2
BMP2,PPP1CA
BMPR1A,BMP2
BMPR1B,BMP2
BMP2,FST
BMP2,AHSG
BMP2,CER1
RGMB,BMP2
RGMA,BMP2
SMURF1,BMP2
BMP2,SOSTDC1
HFE2,BMP2
ZFYVE16,BMP2
BMP2,GREM1
BMP2,CHRDL1
TAB2,BMP2
TAB1,BMP2
BMP2,XIAP
BMP2,PPP1R15A
BMP2,CHRD
BMP2,BMPR2
PLCG2,IBTK
BLNK,IBTK
BLNK,PLCG2
PLCG2,CD72
PLCG2,FGR
PLCG2,YES1
PLCG2,BLK
PLCG2,HCK
PLCG2,SH3BP5
BLNK,CD72
BLNK,FGR
BLNK,YES1
BLNK,BLK
BLNK,HCK
BLNK,SH3BP5
SPHK1,PECAM1
ITGAM,THY1
SDC4,THY1
CSF1R,CSF1
FGFR1,FGF2
FGF2,FGF6
SDC4,FGF2
CSF1R,VAV3
EPHA4,VAV3
SDC4,FZD7
FGFR1,SDC4
SDC4,FGF6
DNM2,SDC4
SDC4,SDCBP
SDC4,NUDT16L1
SDC4,TFPI
SDC4,TNFRSF13B
ACTN1,SDC4
PLG,SDC4
GIPC1,SDC4
PI4KB,PI4KA
CSF1R,ETS2
ETS1,CSF1R
ITGAM,LRP1
LRP1,PLAT
SPHK1,SPHK2
SPHK1,PDGFA
SPHK1,ABCC1
SPHK1,ASAH1
SPHK1,CXCR3
SPHK1,SGPP1
SPHK1,FZD2
SPHK1,CXCL11
SPHK1,CXCL10
SPHK1,CXCL13
SPHK1,CCL11
SPHK1,S1PR1
SPHK1,SGPL1
SPHK1,CXCL9
SPHK1,PF4
ITGAM,HMGB1
HMGB1,TLR2
HMGB1,MYD88
HMGB1,TIRAP
HMGB1,AGER
CHUK,HMGB1
IKBKB,HMGB1
HMGB1,LY96
HMGB1,TLR1
IKBKG,HMGB1
HMGB1,TLR4
HMGB1,IRAK2
HMGB1,IRAK1
HMGB1,IRAK4
YES1,GIT2
YES1,PAK4
YES1,PAK1
YES1,VCL
YES1,ARHGAP35
YES1,DCC
YES1,PTPN13
YES1,GRB7
YES1,FZD2
YES1,SLA
YES1,TDGF1
YES1,S1PR1
YES1,UNC5C
YES1,ARHGEF7
YES1,BMX
YES1,DOCK1
YES1,SH3GL1
YES1,RAPGEF1
YES1,CAPN2
YES1,NGEF
YES1,ELMO1
YES1,EPHA7
YES1,EPHA6
YES1,EPHA5
YES1,EPHA4
YES1,EPHA3
YES1,EPHA1
YES1,ABL1
YES1,RASA1
YES1,MAPK8IP3
YES1,PTPN21
YES1,ACTN1
YES1,NCK2
RELB,MAP3K14
MAP3K14,TRADD
NFKB2,MAP3K14
MAP3K14,TRAF1
MAP3K14,TRAF3
CHUK,MAP3K14
BIRC3,MAP3K14
MAP3K14,RIPK1
MAP3K14,CRADD
MAP3K14,MAP3K8
MAP3K14,MAP3K5
MAP3K14,FADD
MAP3K14,BIRC2
TNF,MAP3K14
MAP3K14,CASP2
TNFRSF1A,MAP3K14
ITGAM,CYR61
CYR61,MKL1
F2RL2,ROCK1
ROCK1,RHOC
PARD6A,ROCK1
ROCK1,RDX
ROCK1,LIMK2
ENAH,ROCK1
ROCK1,LIMK1
ROCK1,MSN
ROCK1,MYL2
ROCK1,EZR
ROCK1,MAP2K4
SH3GL2,ROCK1
ROCK1,SLC9A1
SLC9A3,ROCK1
ROCK1,PPP1R12A
ROCK1,EPHB3
ROCK1,ETV5
ACVRL1,CSNK2B
SMAD9,CSNK2B
CSNK2B,GDF2
SMAD1,CSNK2B
BMPR2,CSNK2B
FKBP1A,CSNK2B
SMAD5,CSNK2B
SMAD9,ACVRL1
SMAD5,ACVRL1
SMAD1,ACVRL1
ACVRL1,PPP1CA
FKBP1A,ACVRL1
ACVRL1,GDF2
ACVRL1,ACVR2A
ACVRL1,ACVR2B
ACVRL1,INHBA
ACVRL1,BMPR2
SMAD9,HFE2
SMAD9,ACVR1
SMAD9,BMPR1A
SMAD9,BMPR1B
SMAD9,RGMB
SMAD9,RGMA
SMAD9,AMH
SMAD9,PPM1A
SMAD9,GDF2
SMAD9,AMHR2
SMAD9,ACVR2A
SMAD9,ACVR2B
SMAD9,BMP7
SMAD9,PPP1CA
SMAD9,TLX2
ID1,SMAD9
SMAD9,BMPR2
SMAD5,GDF2
SMAD1,GDF2
GDF2,ACVR2A
GDF2,ACVR2B
BMPR2,GDF2
SMAD6,SMAD1
SMAD1,ACVR1
SMAD1,BMPR1A
SMAD1,BMPR1B
SKI,SMAD1
SMURF1,SMAD1
SMAD1,AMH
SMAD1,SMURF2
SMAD1,PPM1A
SMAD1,AMHR2
ZFYVE16,SMAD1
SMAD1,CTDSP1
SMAD1,CTDSP2
SMAD1,CTDSPL
SMAD1,ACVR2A
SMAD1,ACVR2B
SMAD1,BMP7
SMAD1,BMP6
SMAD1,PPP1CA
SMAD1,TLX2
ID1,SMAD1
SMAD1,BMPR2
SMAD5,BMPR2
SMAD6,BMPR2
PPP1CA,BMPR2
BMPR2,BMP7
BMPR2,BMP6
BMPR2,ACVR1
TAB2,BMPR2
TAB1,BMPR2
RGMB,BMPR2
RGMA,BMPR2
HFE2,BMPR2
BMPR2,FST
ZFYVE16,BMPR2
PPP1R15A,BMPR2
BMPR1A,BMPR2
BMPR1B,BMPR2
SMURF1,BMPR2
XIAP,BMPR2
FKBP1A,FZD2
FKBP1A,ACVR1
FKBP1A,CXCL11
FKBP1A,CXCL10
FKBP1A,CXCL13
FKBP1A,CXCL9
ZFYVE9,FKBP1A
SMURF1,FKBP1A
SMURF2,FKBP1A
FKBP1A,TFAP2B
FKBP1A,CXCR3
FKBP1A,BAMBI
FKBP1A,CCL11
FKBP1A,PF4
SMAD5,HFE2
SMAD5,ACVR1
SMAD5,SMAD6
SMAD5,BMPR1A
SMAD5,BMPR1B
SMAD5,RGMB
SMAD5,RGMA
SMURF1,SMAD5
SMAD5,AMH
SMAD5,PPM1A
SMAD5,AMHR2
SMAD5,ACVR2A
SMAD5,ACVR2B
SMAD5,BMP7
SMAD5,BMP6
SMAD5,PPP1CA
SMAD5,TLX2
ID1,SMAD5
SKI,SMAD5
ITGAL,ICAM4
ITGAL,ICAM3
ITGAL,ICAM2
ITGAM,ICAM4
ITGAM,ICAM2
ITGAM,SPON2
ITGAM,AGER
ITGAM,MST1
ITGAM,GP1BA
ITGAM,SELPLG
ITGAM,SELP
ITGAM,JAM3
FCGR2A,ITGAM
ITGAM,HCK
ITGAM,F10
ITGAM,PLAT
ITGAM,LPA
ITGAM,PROC
ITGAM,KNG1
ITGAM,MST1R
ITGAM,PLG
ITGAM,CTGF
ITGAM,MMP2
MST1,MST1R
SELP,SELPLG
HCK,PTPN13
HCK,ARRB2
HCK,ARRB1
HCK,SLA
HCK,TDGF1
HCK,IL6ST
LMO4,HCK
HCK,S1PR1
HCK,IL6R
CXCL8,HCK
HCK,MTG1
IL6,HCK
HCK,NGEF
HCK,ELMO1
HCK,DOCK2
HCK,EPHA7
HCK,EPHA6
HCK,EPHA5
HCK,EPHA4
HCK,EPHA3
HCK,EPHA1
HCK,ABL1
HCK,CXCR1
HCK,RASA1
MMP12,PLG
PLG,MMP13
PLG,MMP3
PLG,BDNF
TGFBR3,CTGF
ATF2,MMP2
LPAR1,MMP2
GIT2,NCK2
GIT2,ARHGEF7
GIT2,PAK1
PAK1,NCK2
NCK2,ARPC1B
NCK2,ARPC5
NCK2,ARPC4
NCK2,ARPC3
NCK2,LIMS1
NCK2,ACTR3
NCK2,ACTR2
ARHGEF7,NCK2
NCK2,ARPC2
NCK2,WASL
PAK1,ARHGEF7
ARHGEF7,GIT1
PAK1,EFNB3
PAK1,NCF1
PAK1,NCF2
PAK1,PLK1
PAK1,KALRN
PAK1,LIMK1
PAK1,MAP2K3
PAK1,MAP2K6
PAK1,MAP2K4
PAK1,DCC
PAK1,DOK2
PAK1,AURKA
PAK1,ARHGDIA
PAK1,TRIO
PAK1,GIT1
NTF3,TIAM1
F2RL2,TIAM1
NTRK3,TIAM1
PARD6A,TIAM1
LPAR2,GNA14
LPAR2,GNA15
LPAR2,GNA11
LPAR2,PLCB3
LPAR2,GNAQ
LPAR2,PLD2
LPAR2,CXCL8
LPAR2,TRIP6
LPAR3,GNA14
LPAR3,GNA15
LPAR3,GNA11
LPAR3,PLD2
LPAR3,CXCL8
LPAR3,GNAQ
LPAR1,GNA12
LPAR1,GNA13
LPAR1,PLD2
LPAR1,CXCL8
TRADD,TRAF1
TRAF1,CASP2
TRAF1,TNFRSF1B
TNFRSF1A,TRAF1
BIRC3,TRAF1
BIRC2,TRAF1
RIPK1,TRAF1
TNF,TRAF1
MAP2K7,TRAF1
FADD,TRAF1
MAP3K5,TRAF1
TRAF1,CRADD
BIRC3,TRADD
BIRC3,APAF1
BIRC3,TRAF3
BIRC3,FADD
BIRC3,MADD
BIRC3,MAP3K5
BIRC3,MAP4K4
BIRC3,BIRC2
BIRC3,RIPK1
BIRC3,MAP2K7
BIRC3,DIABLO
BIRC3,CASP9
BIRC3,CRADD
BIRC3,BID
TNF,BIRC3
BIRC3,TNFRSF1B
BIRC3,CASP2
TNFRSF1A,BIRC3
BIRC3,CASP8
BIRC3,PIDD1
TRADD,BIRC2
BIRC2,APAF1
BIRC2,TRAF3
IKBKG,BIRC2
FADD,BIRC2
UBE2D3,BIRC2
RIPK1,BIRC2
BIRC2,DIABLO
TNF,BIRC2
BIRC2,TNFRSF1B
TNFRSF1A,BIRC2
CASP8,BIRC2
CASP9,BIRC2
MAPK10,TRAF3
MAPK8,TRAF3
MAPK9,TRAF3
MAPK10,APP
MAPK10,MAP2K4
MAPK10,BAD
MAPK10,MAP2K7
MAPK10,BDNF
MAPK10,FZD2
BCL2L11,MAPK10
MAPK10,MTG1
MAPK10,ROR2
MAPK10,MAGED1
MAPK10,ZNF274
MAPK10,SORT1
MAPK10,RALB
MAPK10,RALA
MAP3K8,MAP2K4
MAPK8,MAP2K4
MAPK9,MAP2K4
ROCK2,MAP2K4
MAP2K7,MAP2K4
MAPK8,APP
MAPK8,FZD2
BCL2L11,MAPK8
MAPK8,GNA14
MAPK8,GNA15
MAPK8,GNA11
ATF2,MAPK8
MAPK8,SORT1
MAP3K11,MAPK8
RARA,MAPK8
MAPK8,ZNF274
MAPK8,RALB
MAPK8,S1PR2
MAPK8,GNAQ
MAPK8,MTG1
MAPK8,IL18
MAPK8,IL18RAP
EPO,MAPK8
MAPK8,BDNF
MAPK8,RALA
MAPK8,ARHGEF2
EDN1,MAPK8
MAPK8,ROR2
MAPK8,MAGED1
MAPK8,EDNRA
MAPK8,IL18R1
MAPK8,EPOR
MAPK8,GPC3
MAPK8,BAD
MAPK8,MAP2K7
MAPK8,MAP2K6
MAPK8,RASA1
MAPK9,APP
MAPK9,FZD2
BCL2L11,MAPK9
ATF2,MAPK9
MAPK9,SORT1
MAPK9,ZNF274
MAPK9,RALB
MAPK9,MTG1
MAPK9,IL18
MAPK9,IL18RAP
MAPK9,BAD
MAPK9,MAP2K7
MAPK9,BDNF
MAPK9,IL18R1
MAPK9,GPC3
MAPK9,ROR2
MAPK9,MAGED1
MAPK9,RALA
HFE2,PPP1CA
TAB2,HFE2
TAB1,HFE2
SMURF1,HFE2
HFE2,XIAP
ZFYVE16,HFE2
HFE2,PPP1R15A
BMPR1A,HFE2
BMPR1B,HFE2
HFE2,FST
ACVR1,AMHR2
ACVR1,BMP7
ACVR2A,ACVR1
ACVR1,AMH
SMAD6,BMPR1A
BMPR1A,PPP1CA
BMPR1A,BMP7
BMPR1A,BMP6
TAB2,BMPR1A
TAB1,BMPR1A
BMPR1A,RGMB
BMPR1A,RGMA
BMPR1A,FST
BMPR1A,BAMBI
ZFYVE16,BMPR1A
BMPR1A,PPP1R15A
SMURF1,BMPR1A
BMPR1A,XIAP
SMAD6,BMPR1B
BMPR1B,PPP1CA
BMPR1B,BMP7
BMPR1B,BMP6
TAB2,BMPR1B
TAB1,BMPR1B
BMPR1B,RGMB
BMPR1B,RGMA
BMPR1B,FST
BMPR1B,BAMBI
ZFYVE16,BMPR1B
BMPR1B,PPP1R15A
SMURF1,BMPR1B
BMPR1B,XIAP
RGMB,PPP1CA
TAB2,RGMB
TAB1,RGMB
SMURF1,RGMB
RGMB,XIAP
ZFYVE16,RGMB
RGMB,PPP1R15A
RGMB,FST
RGMA,PPP1CA
TAB2,RGMA
TAB1,RGMA
SMURF1,RGMA
RGMA,XIAP
ZFYVE16,RGMA
RGMA,PPP1R15A
RGMA,FST
AMH,AMHR2
INHBA,ACVR2A
INHBA,ACVR2B
SMAD6,BMP7
SMURF1,BMP7
SOSTDC1,BMP7
FST,BMP7
ZFYVE9,PPP1CA
ZFYVE16,PPP1CA
PPP1CA,PPP1R15A
EEF2K,EEF2
EEF2K,MAPK13
MAP2K3,MAPK13
MAPK13,STMN1
MAPT,MAPK13
GSC,FOXH1
MEF2C,NKX2-5
NKX2-5,FOXH1
MEF2C,FOXH1
FOXH1,DCP1A
ZFYVE16,PPP1R15A
CBFB,ATF2
CBFB,IGHA1
CBFB,RUNX3
CBFB,RUNX1
MEF2C,NCOA2
MEF2C,NTF3
E2F2,MEF2C
MEF2C,CKM
MEF2C,MYOD1
NCOR2,MEF2C
STK11IP,STK11
STK11,STRADB
STK11,CAB39
STK11,CTSD
STK11,SIK1
STK11,SIK3
STK11,SIK2
STK11,BRSK2
STK11,BRSK1
STK11,STRADA
STK11,CDC37
STK11,PSEN2
STK11,MARK4
STK11,STK26
STK11,MARK2
STK11,SMARCD3
STK11,ETV4
GATA3,IL13
GATA3,IL10
GATA3,MAML2
GATA3,STAT1
GATA3,MAML1
GATA3,NOTCH1
RUNX2,BGLAP
HEY2,RUNX2
HES1,RUNX2
RUNX3,IGHA1
RUNX1,IGHA1
KPNA2,KPNB1
NCOA1,VDR
RARA,VDR
RARB,VDR
RARG,VDR
YY1,KAT2B
PTGDR,KAT2B
KAT2B,NCOA2
KAT2B,NCOA3
NCOA1,KAT2B
KAT2B,MYOD1
RARG,KAT2B
RARA,KAT2B
RARB,KAT2B
MDM2,KAT2B
TFDP2,KAT2B
TRIM28,SKI
NCOR1,SKI
SMURF1,SMAD6
SMURF1,PARD6A
SMURF1,OCLN
PTGDR,TFE3
TFE3,POLA1
TFE3,RRM2
TFE3,RRM1
TFDP2,TFE3
IRF7,IFNB1
SMAD6,TAB1
SMAD6,TAB2
SKIL,NCOR1
TRIM28,NCOR1
NCOR1,PPARG
NCOR1,TAB2
NCOR1,HES1
NCOA1,PCK2
NCOA1,THRB
NCOA1,MPG
NCOA1,TFF1
NCOA1,SMARCC1
NCOA1,EPO
NCOA1,RARA
NCOA1,RARB
NCOA1,RARG
NCOA1,THRA
PTGDR,RBL1
RBL1,E2F5
E2F2,RBL1
RBL1,CDK1
TFDP2,RBL1
RBL1,MYBL2
RBL1,MAD2L1BP
PIAS3,IL6R
LMO4,PIAS3
PIAS3,IL6ST
PIAS3,IL6
PIAS3,MITF
PTGDR,CDK2
CDK2,ATRIP
CDK2,E2F5
E2F2,CDK2
CDK2,ABL1
CDK2,CCNA2
CCNE2,CDK2
CCNE1,CDK2
CDK2,RRN3
MDM2,CDK2
CDK2,ATR
TFDP2,CDK2
PIAS4,SOCS1
PIAS4,STAT1
EBAG9,CHUK
EBAG9,NCOA3
MYOD1,MYF6
MYOD1,TCF3
MYOD1,MYL1
KPNB1,TPX2
KPNB1,KPNA1
PTGDR,E2F5
CCNE2,E2F5
CCNE1,E2F5
TFDP2,E2F5
