Gene_A,Gene_B
PTP4A3,GNAI1
GNAI1,ADCY8
RGS1,GNAI1
GNAI1,RHOA
MAPK14,GNAI1
CAMK2A,GNAI1
CSNK1A1,GNAI1
PLCG1,GNAI1
SLC24A2,GNAI1
SLC24A1,GNAI1
PPP3CB,GNAI1
HLA-DRB1,GNAI1
NFATC2,GNAI1
NFATC3,GNAI1
GNAI1,S1PR3
GNAI1,S1PR2
GNAI1,S1PR1
GNAI1,S1PR5
GNAI1,S1PR4
LPAR1,GNAI1
PTK2,GNAI1
CRK,GNAI1
PRKCA,GNAI1
PRKCB,GNAI1
PRKCD,GNAI1
PRKCG,GNAI1
FKBP1A,GNAI1
MAPK3,GNAI1
MAPK1,GNAI1
MAPK8,GNAI1
GNAI1,PXN
RASGRP2,GNAI1
EDNRB,GNAI1
EGFR,GNAI1
HLA-DRA,GNAI1
GNAI1,CXCR3
CXCR4,GNAI1
PTK2B,GNAI1
GNB1,GNAI1
GNAI1,ADCY4
GNAI1,ADCY5
GNAI1,ADCY6
GNAI1,ADCY3
SLC9A3,GNAI1
ESR1,GNAI1
GLI1,GNAI1
PRRT2,GNAI1
AKT1,GNAI1
GNAI1,AKT3
HRAS,GNAI1
CD4,GNAI1
EGF,GNAI1
GNAI1,SMO
EDN1,GNAI1
NOS3,GNAI1
AR,GNAI1
PLA2G4A,GNAI1
BCAR1,GNAI1
GNAI1,ADCY7
GNAI1,ADCY1
GNAI1,ADCY2
GNAI1,ADCY9
GNG2,GNAI1
GNAI1,PF4
GNAI1,ABCC1
SPHK1,HLA-DRA
HLA-DRA,FYB
CALM2,HLA-DRA
CALM3,HLA-DRA
CALM1,HLA-DRA
HLA-DRA,PTPN11
SRC,HLA-DRA
PTP4A3,HLA-DRA
HLA-DRA,RGS1
HLA-DRA,SLA2
IFNG,HLA-DRA
CAMK2A,HLA-DRA
HLA-DRA,DBNL
CSNK1A1,HLA-DRA
SLC24A2,HLA-DRA
SLC24A1,HLA-DRA
PPP3CB,HLA-DRA
HLA-DRB1,HLA-DRA
NFATC2,HLA-DRA
NFATC3,HLA-DRA
PTK2,HLA-DRA
CRK,HLA-DRA
PRKCA,HLA-DRA
PRKCB,HLA-DRA
PRKCD,HLA-DRA
PRKCG,HLA-DRA
FKBP1A,HLA-DRA
FOS,HLA-DRA
HLA-DRA,GNAZ
MAPK3,HLA-DRA
MAPK1,HLA-DRA
RASGRP2,HLA-DRA
EGFR,HLA-DRA
HLA-DRA,MAP4K1
CD4,HLA-DRA
PTK2B,HLA-DRA
HLA-DRA,NOS3
EGF,HLA-DRA
GNB1,HLA-DRA
HLA-DRA,PLA2G4A
BCAR1,HLA-DRA
ITK,HLA-DRA
SLC9A3,HLA-DRA
PRRT2,HLA-DRA
GNG2,HLA-DRA
SPHK1,CNGB1
CALM2,CNGB1
CALM3,CNGB1
CALM1,CNGB1
SRC,CNGB1
PTP4A3,CNGB1
CNGB1,GNAT1
CAMK2A,CNGB1
CSNK1A1,CNGB1
SLC24A2,CNGB1
SLC24A1,CNGB1
PPP3CB,CNGB1
NFATC2,CNGB1
NFATC3,CNGB1
PTK2,CNGB1
CRK,CNGB1
PRKCA,CNGB1
PRKCB,CNGB1
PRKCD,CNGB1
PRKCG,CNGB1
RASGRP2,CNGB1
EGFR,CNGB1
PTK2B,CNGB1
EGF,CNGB1
MAPK3,CNGB1
MAPK1,CNGB1
NOS3,CNGB1
CNGB1,CNGA1
PLA2G4A,CNGB1
BCAR1,CNGB1
SLC9A3,CNGB1
PRRT2,CNGB1
CNGB1,PDE6B
CNGB1,PDE6A
CNGB1,PDE6G
FKBP1A,CNGB1
SPHK1,CNGB3
CALM2,CNGB3
CALM3,CNGB3
CALM1,CNGB3
SRC,CNGB3
PTP4A3,CNGB3
CNGB3,GNAT2
CAMK2A,CNGB3
CSNK1A1,CNGB3
SLC24A2,CNGB3
SLC24A1,CNGB3
PPP3CB,CNGB3
NFATC2,CNGB3
NFATC3,CNGB3
PTK2,CNGB3
CRK,CNGB3
PRKCA,CNGB3
PRKCB,CNGB3
PRKCD,CNGB3
PRKCG,CNGB3
RASGRP2,CNGB3
EGFR,CNGB3
PTK2B,CNGB3
EGF,CNGB3
MAPK3,CNGB3
MAPK1,CNGB3
NOS3,CNGB3
CNGB3,CNGA3
PLA2G4A,CNGB3
BCAR1,CNGB3
CNGB3,PDE6H
SLC9A3,CNGB3
PRRT2,CNGB3
CNGB3,PDE6C
FKBP1A,CNGB3
CDC42,JUP
GJA1,JUP
JUP,KIF5B
JUP,RAC1
JUP,VASP
SRC,JUP
PTP4A3,JUP
JUP,ITGAE
JUP,ZYX
JUP,RHOA
SLC24A2,JUP
SLC24A1,JUP
JUP,MEP1B
JUP,FGFR1
JUP,FMN1
JUP,ADAM10
EGFR,JUP
JUP,AJUBA
CDH1,JUP
JUP,CDH2
JUP,PIP5K1C
PIP5K1A,JUP
JUP,MMP7
JUP,MMP3
JUP,GRIA2
JUP,GSN
JUP,PIK3R1
JUP,ITGB7
JUP,DSP
JUP,FER
JUP,CTNNA1
JAK2,PIK3CG
ITGA3,JAK2
JAK2,PIK3CB
JAK2,SPHK2
SPHK1,JAK2
JAK2,PRL
JAK2,RELB
RELA,JAK2
BTK,JAK2
PDGFRB,JAK2
CALM2,JAK2
CALM3,JAK2
CALM1,JAK2
PTPN11,JAK2
JAK2,CSF2RB
JAK2,CSF2RA
GAB2,JAK2
JAK2,GAB1
JAK2,PTPN2
JAK2,PTPN1
SRC,JAK2
PTP4A3,JAK2
JAK2,SH2B3
JAK2,SOCS1
KRAS,JAK2
JAK2,SOCS3
GRB2,JAK2
JAK2,IL4R
MPO,JAK2
JAK2,TEC
NFKB1,JAK2
JAK2,NFKB2
SOS1,JAK2
DAPP1,JAK2
JAK2,PRKACG
PRKACA,JAK2
JAK2,PRKACB
JAK2,IL1R1
JAK2,IL3RA
JAK2,IL6ST
IFNG,JAK2
JAK2,CAMK2G
CAMK2A,JAK2
JAK2,CAMK2B
CXCL12,JAK2
JAK2,CRKL
JAK2,TBX21
EPO,JAK2
PTK2B,JAK2
JAK2,IL24
JAK2,IL27
JAK2,TYK2
EGF,JAK2
JAK2,IL12RB1
JAK2,GADD45B
JAK2,IL12RB2
JAK2,GADD45G
EDN1,JAK2
JAK2,ERBB2
JAK2,ERBB3
ERBB4,JAK2
JAK2,IL19
FASLG,JAK2
KITLG,JAK2
JAK2,CXCL1
INPP5D,JAK2
JAK2,CXCL9
CSF2,JAK2
KIT,JAK2
PTEN,JAK2
GNG2,JAK2
JAK2,PLEKHA1
JAK2,PLEKHA2
FKBP1A,JAK2
JAK2,CCL3
NFATC2,JAK2
JAK2,CCL4
HRAS,JAK2
PDGFB,JAK2
CRK,JAK2
LEP,JAK2
SLC9A3,JAK2
JAK2,PRLR
STAT5A,JAK2
JAK2,PIK3R6
JAK3,JAK2
PIK3R1,JAK2
JAK1,JAK2
JAK2,IL5RA
FOS,JAK2
BCAR1,JAK2
JAK2,EPOR
JAK2,IL13RA1
JAK2,GZMA
JAK2,GZMB
ESR1,JAK2
VAV2,JAK2
HES1,JAK2
CCL2,JAK2
MAP3K1,JAK2
EPHA2,JAK2
JAK2,RAP1A
JAK2,PELP1
CD4,JAK2
NFATC3,JAK2
JAK2,CCR5
JAK2,IL1B
JAK2,STAT6
STAT4,JAK2
STAT3,JAK2
JAK2,STAT2
JAK2,STAT1
MAPK3,JAK2
JAK2,HBEGF
MAPK1,JAK2
JAK2,ALOX12B
NFKBIA,JAK2
GNB1,JAK2
EFNA1,JAK2
JAK2,IL6R
CSNK1A1,JAK2
LMO4,JAK2
JAK2,IRS2
PRRT2,JAK2
IL6,JAK2
STAT5B,JAK2
IL4,JAK2
IL5,JAK2
IL3,JAK2
JAK2,EBI3
PTK2,JAK2
IL23A,JAK2
RASGRP2,JAK2
EGFR,JAK2
JAK2,IL12B
JAK2,IL12A
PLCG1,JAK2
JAK2,IL23R
EDNRA,JAK2
JAK2,YWHAZ
JAK2,SLC9A3R2
JAK2,SLC9A3R1
NRAS,JAK2
JAK2,CAMK2D
PXN,JAK2
CXCR4,JAK2
NRG1,JAK2
NOS2,JAK2
NOS3,JAK2
PRKCA,JAK2
PRKCB,JAK2
SLC24A2,JAK2
PRKCD,JAK2
PRKCG,JAK2
SLC24A1,JAK2
TNF,JAK2
PLA2G4A,JAK2
JAK2,LEPR
JAK2,IL27RA
MAP3K11,JAK2
PPP3CB,JAK2
PTP4A3,CASR
SLC24A2,CASR
SLC24A1,CASR
CDC42,CDH1
CDH1,IGF1
CDH1,TJP1
CDH1,F2RL2
CDH1,RAC1
VCL,CDH1
CDH1,VASP
SRC,CDH1
PTP4A3,CDH1
CDH1,ITGAE
CDH1,ZYX
CDH1,RHOA
CDH1,GNA12
CDH1,GNA13
CDH1,AP1M1
CDH1,DLG1
CDH1,IGF1R
CDH1,RAB7A
CDH1,RAP1B
CDH1,RAP1A
CDH1,CTTN
CDH1,CBLL1
SLC24A2,CDH1
SLC24A1,CDH1
CDH1,MEP1B
CDH1,EXOC4
CDH1,PRKCI
CDH1,PRKCZ
CDH1,PARD6A
CDH1,GDNF
CDH1,FMN1
MAPK3,CDH1
MAPK1,CDH1
CDH1,ADAM10
CDH1,RET
LEF1,CDH1
EGFR,CDH1
CDH1,AJUBA
CDH1,EXOC3
CDH1,CA2
CDH1,SNX1
CDH1,ENAH
CDH1,EPHA2
CDH1,STX4
CDH1,DNM2
EGF,CDH1
IQGAP1,CDH1
CDH1,PIK3R1
CDH1,ZBTB33
CDH1,RAB5A
CDH1,ITGB7
CDH1,HGS
EFNA1,CDH1
CDH1,MGAT3
CDH1,FER
CDH1,NUMB
CDH1,MMP7
HGF,CDH1
CDH1,CTNNA1
CDH1,ACTN1
CDH1,CASP3
CDH1,PIP5K1C
PIP5K1A,CDH1
CDH1,MYO6
CDH1,MMP3
MET,CDH1
CDH1,PLEKHA7
CDH1,GFRA1
CDH1,LIMA1
CDH1,KIFC3
CDC42,CDH2
CDH2,SLIT1
GJA1,CDH2
CDH2,KIF5B
AXIN1,CDH2
RAC1,CDH2
PTPN11,CDH2
PTPN1,CDH2
PTP4A3,CDH2
NTRK2,CDH2
RHOA,CDH2
SLC24A2,CDH2
SLC24A1,CDH2
CREBBP,CDH2
CDH2,FGFR1
CDH2,ROBO1
CDH2,ADAM10
CDH2,CABLES1
CDH2,GRIA2
ABL1,CDH2
BDNF,CDH2
GSN,CDH2
PIK3R1,CDH2
CDH2,FER
CTNNA1,CDH2
CDH2,LRP5
PIP5K1C,CDH2
MET,CDH2
MMP9,CDH2
JAK1,UGCG
JAK1,ARF6
SPHK1,JAK1
JAK1,BRK1
JAK1,APC
BTK,JAK1
JAK1,PDGFRA
JAK1,RAC1
JAK1,CYTH1
JAK1,CYTH2
CALM2,JAK1
CALM3,JAK1
CALM1,JAK1
PTPN11,JAK1
JAK1,CSF2RB
JAK1,CSF2RA
GAB2,JAK1
JAK1,GAB1
JAK1,PTPN2
SRC,JAK1
PTP4A3,JAK1
FOXO1,JAK1
JAK1,SOCS5
JAK1,SOCS1
KRAS,JAK1
JAK1,SOCS3
JAK1,SOCS2
JAK1,NCKAP1
GRB2,JAK1
JAK1,IL4R
JAK1,RHOA
MAPK14,JAK1
MAPK11,JAK1
JAK1,SOS1
PIAS3,JAK1
JAK1,PIAS1
JAK1,IL6ST
IFNG,JAK1
JAK1,CAMK2G
CAMK2A,JAK1
JAK1,CAMK2B
BCL2L1,JAK1
NRAS,JAK1
AKT1,JAK1
JAK1,AKT2
JAK1,AKT3
JAK1,IL27
EGF,JAK1
JAK1,GSN
JAK1,ARHGEF4
MAP3K1,JAK1
ETS1,JAK1
JAK1,A1BG
JAK1,CAMK2D
INPP5D,JAK1
SYK,JAK1
CCND3,JAK1
PTK2B,JAK1
CSF2,JAK1
TP73,JAK1
FKBP1A,JAK1
NFATC2,JAK1
HRAS,JAK1
CRK,JAK1
JAK1,STAM
PITPNA,JAK1
SLC9A3,JAK1
STAT5A,JAK1
JAK3,JAK1
PIK3R1,JAK1
SLC24A2,JAK1
HCK,JAK1
BCAR1,JAK1
JAK1,IL13RA1
CSNK1A1,JAK1
JAK1,IRF4
JAK1,VAV2
RASGRP2,JAK1
JAK1,IRS1
NFATC3,JAK1
SMPD1,JAK1
PLA2G4A,JAK1
JAK1,IKZF3
JAK1,STAT6
STAT3,JAK1
JAK1,STAT1
JAK1,ADAP1
MAPK3,JAK1
MAPK1,JAK1
JAK1,CISH
MAPK8,JAK1
MAPK9,JAK1
JAK1,IL6R
JAK1,MTOR
JAK1,FES
ITK,JAK1
JAK1,SGK1
JAK1,PIP5K1C
PIP5K1B,JAK1
PIP5K1A,JAK1
LMO4,JAK1
JAK1,IRS2
PRRT2,JAK1
IL6,JAK1
IL4,JAK1
JAK1,EBI3
JAK1,IL27RA
SGMS1,JAK1
JAK1,CYFIP2
EGFR,JAK1
JAK1,MAP2K2
JAK1,MAP2K1
JAK1,MAP2K6
JAK1,EPS8
JAK1,MITF
JAK1,ARAP3
JAK1,WASF1
JAK1,INPPL1
JAK1,STAM2
JAK1,DOK2
JAK1,DOK1
PTK2,JAK1
STAT5B,JAK1
NOS3,JAK1
PRKCA,JAK1
PRKCB,JAK1
JAK1,PRKCE
PRKCD,JAK1
PRKCG,JAK1
SLC24A1,JAK1
JAK1,PRKCZ
JAK1,CYTH3
JAK1,WASF2
JAK1,ABI2
JAK1,ABI1
MAP3K11,JAK1
JAK1,PTPRE
PDPK1,JAK1
PPP3CB,JAK1
SPHK1,ORAI1
CALM2,ORAI1
CALM3,ORAI1
CALM1,ORAI1
SRC,ORAI1
PTP4A3,ORAI1
CAMK2A,ORAI1
CSNK1A1,ORAI1
SLC24A2,ORAI1
SLC24A1,ORAI1
PPP3CB,ORAI1
NFATC2,ORAI1
NFATC3,ORAI1
PTK2,ORAI1
CRK,ORAI1
PRKCA,ORAI1
PRKCB,ORAI1
PRKCD,ORAI1
PRKCG,ORAI1
FKBP1A,ORAI1
MAPK3,ORAI1
MAPK1,ORAI1
RASGRP2,ORAI1
ORAI1,STIM1
EGFR,ORAI1
PTK2B,ORAI1
SLC9A3,ORAI1
PRRT2,ORAI1
NOS3,ORAI1
PLA2G4A,ORAI1
EGF,ORAI1
BCAR1,ORAI1
FOS,CD40LG
SMAD7,FOS
FOS,FOXM1
FOS,ELK1
FOS,COPS5
FOS,GJA1
FOS,BTK
CREB1,FOS
FOS,BAG1
SRF,FOS
PTGS2,FOS
FOS,RHOA
FOS,FCER1A
BCL2L11,FOS
FOS,IFNG
FOS,HLA-DRB1
FOS,NFATC1
FOS,NFATC2
FOS,NFATC3
FOS,FCER1G
FOS,CDK1
FOS,LPAR2
FOS,LPAR3
FOS,LPAR1
FOS,FGFR2
FOS,FGFR3
FOS,SYK
FOS,CXCL8
FOS,NPPA
FOS,TIMP1
FOS,TYK2
FOS,MS4A2
LBP,FOS
FOS,IL12RB1
FOS,IL12RB2
CBFB,FOS
EDN1,FOS
FOS,LYN
FOS,DMTF1
FASLG,FOS
GATA2,FOS
CCND1,FOS
FOS,RNF187
TCF7L2,FOS
FOS,PTEN
FOS,TRIP6
FOS,ACTA1
CDKN1B,FOS
FOS,CRTC1
CSF2,FOS
STAT5B,FOS
FOS,MKL1
TP53,FOS
ESR1,FOS
FOS,SDC2
FOS,KRT17
FOS,ILK
CD4,FOS
FOS,FABP4
FOS,KRT5
MAPK3,FOS
MAPK1,FOS
FOSL1,FOS
FOS,FOSL2
FOS,MAPK8
FOS,PENK
FOS,NKD1
FOS,IL12B
EP300,FOS
FOS,NTS
FOS,IL13
FOS,IL4
IL5,FOS
FOS,IL3
FOS,TGFB1
FOS,MT2A
FOS,JUNB
FOS,IL12A
ETS1,FOS
FOS,TH
TERT,FOS
NR3C1,FOS
FOS,CYR61
PLAU,FOS
IGHE,FOS
STAT5A,FOS
FOS,NOTCH1
FOS,MMP2
FOS,MMP1
IFNG,SPHK1
CALM2,IFNG
CALM3,IFNG
CALM1,IFNG
IFNG,PTPN11
IFNG,PTPN2
SRC,IFNG
IFNG,PTP4A3
IFNG,SOCS1
ATF3,IFNG
ATF2,IFNG
IFNG,IL6ST
IFNG,TBX21
IFNG,IFNAR2
IFNG,PTK2B
IFNG,IFNAR1
IFNG,IL27
IFNG,TYK2
IFNG,EGF
IFNG,IL12RB1
MAP3K1,IFNG
IFNG,IFNA13
IFNG,IFNA10
IFNG,IFNA17
IFNG,IFNA16
IFNG,IFNA14
IFNG,CAMK2D
IFNG,CAMK2G
CAMK2A,IFNG
IFNG,CAMK2B
IFNG,PTGES3
FKBP1A,IFNG
IFNG,RASGRP2
IFNG,NFATC1
IFNG,NFATC2
IFNG,NFATC3
CDKN1B,IFNG
IFNG,CRK
IFNG,PRRT2
IFNG,SLC9A3
IFNG,PIK3R1
IFNG,IL18R1
IFNG,BCAR1
IFNG,IRF1
IFNG,CSNK1A1
IFNG,IL12RB2
CD4,IFNG
IFNG,HLA-DRB1
IFNG,STAT4
STAT3,IFNG
IFNG,STAT1
MAPK3,IFNG
MAPK1,IFNG
IFNG,MAPK9
IFNG,IL18
IFNG,IFNA8
IFNG,IFNA2
IFNG,IFNA1
IFNG,IFNA7
IFNG,IFNA6
IFNG,IFNA5
IFNG,IFNA4
STAT5A,IFNG
IFNG,IFNA21
HSP90AA1,IFNG
IFNG,EBI3
TGFB1,IFNG
IFNG,PTK2
IFNG,IL23A
EGFR,IFNG
IFNG,IL12B
IFNG,IL12A
IFNG,IL23R
IFNG,IL18RAP
TERT,IFNG
NR3C1,IFNG
IFNG,NOS3
IFNG,PRKCA
IFNG,PRKCB
IFNG,SLC24A2
IFNG,PRKCD
IFNG,PRKCG
IFNG,SLC24A1
IFNG,PLA2G4A
IFNG,IL27RA
MAP3K11,IFNG
IFNG,DKC1
IFNG,PPP3CB
SPHK1,HLA-DRB1
HLA-DRB1,FYB
CALM2,HLA-DRB1
CALM3,HLA-DRB1
CALM1,HLA-DRB1
HLA-DRB1,PTPN11
SRC,HLA-DRB1
PTP4A3,HLA-DRB1
HLA-DRB1,RGS1
HLA-DRB1,SLA2
CAMK2A,HLA-DRB1
HLA-DRB1,DBNL
CSNK1A1,HLA-DRB1
SLC24A2,HLA-DRB1
SLC24A1,HLA-DRB1
PPP3CB,HLA-DRB1
HLA-DRB1,MAP4K1
HLA-DRB1,RASGRP2
NFATC2,HLA-DRB1
NFATC3,HLA-DRB1
EGFR,HLA-DRB1
CD4,HLA-DRB1
HLA-DRB1,PTK2B
HLA-DRB1,GNAZ
HLA-DRB1,PTK2
HLA-DRB1,CRK
HLA-DRB1,NOS3
MAPK3,HLA-DRB1
HLA-DRB1,EGF
HLA-DRB1,PRKCB
GNB1,HLA-DRB1
HLA-DRB1,PRKCG
HLA-DRB1,PRKCD
HLA-DRB1,PRKCA
HLA-DRB1,PLA2G4A
HLA-DRB1,BCAR1
HLA-DRB1,ITK
HLA-DRB1,SLC9A3
HLA-DRB1,PRRT2
GNG2,HLA-DRB1
FKBP1A,HLA-DRB1
MAPK1,HLA-DRB1
SPHK1,CNGA1
CALM2,CNGA1
CALM3,CNGA1
CALM1,CNGA1
SRC,CNGA1
PTP4A3,CNGA1
CNGA1,GNAT1
CAMK2A,CNGA1
CSNK1A1,CNGA1
SLC24A2,CNGA1
SLC24A1,CNGA1
PPP3CB,CNGA1
NFATC2,CNGA1
NFATC3,CNGA1
PTK2,CNGA1
CRK,CNGA1
PRKCA,CNGA1
PRKCB,CNGA1
PRKCD,CNGA1
PRKCG,CNGA1
FKBP1A,CNGA1
MAPK3,CNGA1
MAPK1,CNGA1
RASGRP2,CNGA1
EGFR,CNGA1
PTK2B,CNGA1
EGF,CNGA1
NOS3,CNGA1
PLA2G4A,CNGA1
BCAR1,CNGA1
SLC9A3,CNGA1
PRRT2,CNGA1
CNGA1,PDE6B
CNGA1,PDE6A
CNGA1,PDE6G
SPHK1,CNGA3
CALM2,CNGA3
CALM3,CNGA3
CALM1,CNGA3
SRC,CNGA3
PTP4A3,CNGA3
CNGA3,GNAT2
CAMK2A,CNGA3
CSNK1A1,CNGA3
SLC24A2,CNGA3
SLC24A1,CNGA3
PPP3CB,CNGA3
NFATC2,CNGA3
NFATC3,CNGA3
PTK2,CNGA3
CRK,CNGA3
PRKCA,CNGA3
PRKCB,CNGA3
PRKCD,CNGA3
PRKCG,CNGA3
FKBP1A,CNGA3
MAPK3,CNGA3
MAPK1,CNGA3
RASGRP2,CNGA3
EGFR,CNGA3
PTK2B,CNGA3
EGF,CNGA3
NOS3,CNGA3
PLA2G4A,CNGA3
BCAR1,CNGA3
CNGA3,PDE6H
SLC9A3,CNGA3
PRRT2,CNGA3
CNGA3,PDE6C
RHOA,ITGA4
RHOA,FARP1
ITGAV,RHOA
ITGAM,RHOA
RHOA,PIK3CB
RHOA,ARF6
RHOA,MCF2L
RHOA,SPP1
RHOA,HMGB1
RHOA,OPHN1
RHOA,CD44
RHOA,ECT2
RHOA,MCF2
RHOA,RAC1
RHOA,ARHGAP32
RHOA,ARHGAP35
DCC,RHOA
PTPN11,RHOA
GAB2,RHOA
RHOA,ARHGAP8
RHOA,ARHGAP9
RHOA,ARHGAP4
RHOA,ARHGAP5
RHOA,ARHGAP6
RHOA,MADCAM1
RHOA,PTPN1
BCR,RHOA
RHOA,DEF6
SRC,RHOA
PTP4A3,RHOA
RHOA,ARHGDIG
RHOA,NTRK1
RHOA,PTP4A1
RHOA,ARHGAP26
KRAS,RHOA
GRB2,RHOA
NRAS,RHOA
AKT1,RHOA
RHOA,ARHGEF5
ARHGEF2,RHOA
RHOA,ARHGEF3
RHOA,ARHGEF1
RHOA,CDH5
RHOA,ARHGEF10
RHOA,ARHGEF11
RHOA,ARHGEF12
NGEF,RHOA
RHOA,ARHGEF15
RHOA,ARHGEF17
RHOA,ARHGEF18
RHOA,DAAM1
RHOA,RAP1A
RHOA,LY96
RHOA,PAFAH1B1
RHOA,PLD1
PLD2,RHOA
RHOA,KIF23
RHOA,TLR4
EDNRA,RHOA
RHOA,NGF
CDKN1B,RHOA
HRAS,RHOA
CRK,RHOA
RHOA,ARHGEF10L
RHOA,PKN1
JAK3,RHOA
PIK3R1,RHOA
RHOA,UNC5A
VEGFA,RHOA
RHOA,RAP1GDS1
RHOA,VAV3
SDC2,RHOA
RHOA,VAV2
RHOA,S1PR3
RHOA,EPHA7
RHOA,EPHA6
RHOA,EPHA5
RHOA,EPHA4
RHOA,EPHA3
RHOA,EPHA2
RHOA,EPHA1
RHOA,AKAP13
RHOA,S1PR4
RHOA,MYH2
RHOA,RACGAP1
RHOA,S1PR2
RHOA,S1PR1
RHOA,S1PR5
RHOA,RASA1
MAPK3,RHOA
MAPK1,RHOA
MAPK8,RHOA
RHOA,DLC1
KDR,RHOA
RHOA,TRIO
RHOA,EFNA5
RHOA,EFNA2
EFNA1,RHOA
VTN,RHOA
EDN1,RHOA
RHOA,SOS1
RHOA,NTN1
PIP5K1A,RHOA
RHOA,ARHGEF28
RHOA,MYO9B
RHOA,PRKACB
LPAR2,RHOA
HSP90AA1,RHOA
RHOA,ARHGEF25
RHOA,NGFR
RHOA,OBSCN
PTK2,RHOA
RHOA,ROCK2
RHOA,CIT
GNAZ,RHOA
IQGAP1,RHOA
YES1,RHOA
RHOA,DIAPH1
RHOA,TIAM1
RHOA,ARAP3
RHOA,ARAP1
RHOA,DVL2
DVL3,RHOA
RHOA,DVL1
RHOA,ARHGDIB
RHOA,ARHGDIA
RHOA,NET1
ITGB3,RHOA
ITGB2,RHOA
RHOA,ITGB7
PRKCA,RHOA
RHOA,PKN2
SLC24A2,RHOA
SLC24A1,RHOA
RHOA,ABR
RHOA,CTNNA1
RHOA,PLEKHG6
RHOA,ROCK1
RHOA,EZR
RHOA,GNA12
RHOA,GNA13
RHOA,SRGAP1
CDC42,CTNNA1
CTNNA1,SLIT1
CTNNA1,IGF1
GJA1,CTNNA1
CTNNA1,TJP1
CTNNA1,F2RL2
CTNNA1,KIF5B
AXIN1,CTNNA1
RAC1,CTNNA1
VCL,CTNNA1
CTNNA1,VASP
PTPN11,CTNNA1
CTNNA1,GAB1
SRC,CTNNA1
PTP4A3,CTNNA1
CTNNA1,ITGAE
CTNNA1,ZYX
CTNNA1,NTRK2
CTNNA1,HSP90AB1
PRKACA,CTNNA1
CTNNA1,GNA12
CTNNA1,GNA13
CTNNA1,DLG1
CTNNA1,IGF1R
CTNNA1,RAP1B
CTNNA1,RAP1A
CTTN,CTNNA1
SLC24A2,CTNNA1
SLC24A1,CTNNA1
CTNNA1,MEP1B
CTNNA1,EXOC4
CTNNA1,PRKCI
CTNNA1,PRKCZ
CTNNA1,PARD6A
CTNNA1,FGFR1
CTNNA1,GDNF
CTNNA1,ROBO1
CTNNA1,FMN1
CTNNA1,ADAM10
CTNNA1,CABLES1
VEGFA,CTNNA1
CTNNA1,RET
CTNNA1,MAP2K3
EGFR,CTNNA1
CTNNA1,AJUBA
CTNNA1,EXOC3
CTNNA1,CA2
CTNNA1,CDH5
CTNNA1,RAB5A
CTNNA1,KIFC3
CTNNA1,PLEKHA7
PIP5K1C,CTNNA1
PIP5K1A,CTNNA1
CTNNA1,STX4
IQGAP1,CTNNA1
CTNNA1,MGAT3
CTNNA1,MMP7
CTNNA1,MMP3
CTNNA1,LIMA1
CTNNA1,GRIA2
CTNNA1,ENAH
KDR,CTNNA1
EPHA2,CTNNA1
MET,CTNNA1
CTNNA1,ACTN1
CTNNA1,PTPRJ
NOS3,CTNNA1
CTNNA1,ITGB7
HGF,CTNNA1
CTNNA1,MYO6
EGF,CTNNA1
NOS2,CTNNA1
CTNNA1,BDNF
CTNNA1,GSN
CTNNA1,GFRA1
CTNNA1,DNM2
PIK3R1,CTNNA1
ABL1,CTNNA1
EFNA1,CTNNA1
CTNNA1,FER
CTNNA1,LRP5
HSP90AA1,CTNNA1
CTNNA1,NUMB
CD4,ARF1
CD4,SPHK1
CD4,FYB
CD4,CALM2
CD4,CALM3
CD4,CALM1
CD4,PTPN11
SRC,CD4
CD4,PTP4A3
CD4,RGS1
CD4,SLA2
CAMK2A,CD4
CD4,DBNL
CD4,CSNK1A1
CD4,SLC24A2
CD4,SLC24A1
CD4,PPP3CB
CD4,NFATC2
CD4,NFATC3
CD4,PTK2
CD4,CRK
COPA,CD4
CD4,PRKCA
CD4,PRKCB
CD4,PRKCD
CD4,PRKCG
CD4,FKBP1A
CD4,GNAZ
CD4,IL23A
CD4,IL23R
CLTA,CD4
CD4,CLTB
MAPK3,CD4
MAPK1,CD4
CD4,TYK2
CD4,RASGRP2
EGFR,CD4
CD4,PTK2B
GNB1,CD4
CD4,IL12RB1
CD4,SLC9A3
CD4,PRRT2
HES1,CD4
CD4,NOS3
CD4,PLA2G4A
CD4,EGF
GNG2,CD4
CD4,BCAR1
CD4,ITK
CD4,MAP4K1
CD4,IL12B
SPHK1,TRPV6
CALM2,TRPV6
CALM3,TRPV6
CALM1,TRPV6
TRPV6,PTPN1
SRC,TRPV6
PTP4A3,TRPV6
CAMK2A,TRPV6
CSNK1A1,TRPV6
SLC24A2,TRPV6
SLC24A1,TRPV6
PPP3CB,TRPV6
NFATC2,TRPV6
NFATC3,TRPV6
PTK2,TRPV6
CRK,TRPV6
PRKCA,TRPV6
PRKCB,TRPV6
PRKCD,TRPV6
PRKCG,TRPV6
RASGRP2,TRPV6
EGFR,TRPV6
PTK2B,TRPV6
EGF,TRPV6
YES1,TRPV6
FGR,TRPV6
MAPK3,TRPV6
MAPK1,TRPV6
LYN,TRPV6
NOS3,TRPV6
BLK,TRPV6
HCK,TRPV6
BCAR1,TRPV6
PLA2G4A,TRPV6
SLC9A3,TRPV6
PRRT2,TRPV6
FKBP1A,TRPV6
GNAZ,CDC42
